community_id,community_name,community_aliases,community_type,local_govt_council,ward,land_council,electorate,ntg_region,population_count,population_source,latitude,longitude,bushtel_url
804,GUTJANGAN,BREMER ISLAND NORTH,Family Outstation,EAST ARNHEM,GUMURR MIWATJ,NORTHERN LAND COUNCIL,MULKA,EAST ARNHEM,37,Homelands Service Provider Report 2023,-12.0839,136.80857,https://bushtel.nt.gov.au/profile/804
845,HALFWAY CAMP,No aliases recorded with NTG DIPL,Family Outstation,MACDONNELL,RODINGA,CENTRAL LAND COUNCIL,NAMATJIRA,CENTRAL AUSTRALIA,,Not recorded,-25.69492,134.36263,https://bushtel.nt.gov.au/profile/845
903,HATCHES CREEK,No aliases recorded with NTG DIPL,Family Outstation,BARKLY,ALYAWARR,CENTRAL LAND COUNCIL,BARKLY,BARKLY,1,Homelands Service Provider Report 2023,-20.84606,135.21349,https://bushtel.nt.gov.au/profile/903
1028,HAWK DREAMING,AWARCANARJU,Family Outstation,WEST ARNHEM,KAKADU,NORTHERN LAND COUNCIL,ARAFURA,TOP END,4,Homelands Service Provider Report 2023,-12.37053,132.93914,https://bushtel.nt.gov.au/profile/1028
973,HINGSTONS PLACE,CROW DOWNS,Family Outstation,BARKLY,PATTA,CENTRAL LAND COUNCIL,BARKLY,BARKLY,6,Homelands Service Provider Report 2023,-19.61773,134.19703,https://bushtel.nt.gov.au/profile/973
13339033,HONEYMOON BORE,No aliases recorded with NTG DIPL,Family Outstation,BARKLY,ALYAWARR,CENTRAL LAND COUNCIL,BARKLY,BARKLY,2,Homelands Service Provider Report 2023,-21.66791,135.24665,https://bushtel.nt.gov.au/profile/13339033
334,HUMPTY DOO,"KOOLPINYAH,LIMILNGAN,WARIUK ASSOC.",Family Outstation,LITCHFIELD,CENTRAL WARD,NORTHERN LAND COUNCIL,GOYDER,"DARWIN, PALMERSTON, LITCHFIELD",4,Homelands Service Provider Report 2023,-12.63105,131.26078,https://bushtel.nt.gov.au/profile/334
800,HUNTERS CAMP,KURRAJONG FLATS,Family Outstation,WEST ARNHEM,KAKADU,NORTHERN LAND COUNCIL,ARAFURA,TOP END,8,Homelands Service Provider Report 2023,-12.65001,132.8291,https://bushtel.nt.gov.au/profile/800
813,IJARRA,"CROCODILE CREEK,IJARRI",Family Outstation,ROPER GULF,SOUTH WEST GULF,NORTHERN LAND COUNCIL,BARKLY,BIG RIVERS,,Not recorded,-16.2152,136.00501,https://bushtel.nt.gov.au/profile/813
1005,ILEPARRATYE,"ILLAPAREYE,WOODS CAMP",Family Outstation,CENTRAL DESERT,ANMATJERE,CENTRAL LAND COUNCIL,BARKLY,CENTRAL AUSTRALIA,9,Homelands Service Provider Report 2023,-22.02145,133.42931,https://bushtel.nt.gov.au/profile/1005
24990,ILJITJARRI,KURRKU,Family Outstation,MACDONNELL,LJIRAPINTA,CENTRAL LAND COUNCIL,GWOJA,CENTRAL AUSTRALIA,5,Homelands Service Provider Report 2023,-24.53401,132.49215,https://bushtel.nt.gov.au/profile/24990
45,ILKARRALALAMA,ILKARILALAMA,Family Outstation,MACDONNELL,LJIRAPINTA,CENTRAL LAND COUNCIL,GWOJA,CENTRAL AUSTRALIA,2,Homelands Service Provider Report 2023,-23.96461,132.46504,https://bushtel.nt.gov.au/profile/45
737,ILLEUWURRU,ILLURAHARRA,Family Outstation,BARKLY,ALYAWARR,CENTRAL LAND COUNCIL,BARKLY,BARKLY,,Not recorded,-21.60913,134.39411,https://bushtel.nt.gov.au/profile/737
709,ILPERLE,"DEAD HORSE SOAK,ILPARLE,JINKA",Family Outstation,CENTRAL DESERT,AKITYARRE,CENTRAL LAND COUNCIL,NAMATJIRA,CENTRAL AUSTRALIA,3,Homelands Service Provider Report 2023,-22.92737,135.71575,https://bushtel.nt.gov.au/profile/709
49,ILPILI,"ILBPILLA,ILLPILLA,ILLPILLI,ILPILLY",Family Outstation,MACDONNELL,LURITJA PINTUBI,CENTRAL LAND COUNCIL,GWOJA,CENTRAL AUSTRALIA,,Not recorded,-23.32393,130.36045,https://bushtel.nt.gov.au/profile/49
1018,ILPURLA,No aliases recorded with NTG DIPL,Family Outstation,MACDONNELL,LJIRAPINTA,CENTRAL LAND COUNCIL,GWOJA,CENTRAL AUSTRALIA,6,Homelands Service Provider Report 2023,-24.31521,132.71446,https://bushtel.nt.gov.au/profile/1018
904,ILUWURRU,ALEXANDRIA,Family Outstation,BARKLY,KUWARRANGU,NORTHERN LAND COUNCIL,BARKLY,BARKLY,,Not recorded,-19.03222,136.65003,https://bushtel.nt.gov.au/profile/904
20926,IMPADNA,No aliases recorded with NTG DIPL,Family Outstation,MACDONNELL,IYARRKA,CENTRAL LAND COUNCIL,NAMATJIRA,CENTRAL AUSTRALIA,,Not recorded,-25.15452,133.56947,https://bushtel.nt.gov.au/profile/20926
961,IMPERRENTH,ELKEDRA,Family Outstation,BARKLY,ALYAWARR,CENTRAL LAND COUNCIL,BARKLY,BARKLY,,Not recorded,-21.21086,134.96858,https://bushtel.nt.gov.au/profile/961
52,IMPORTNA,"IMPOTNA,NAMATJIRA'S CAMP,NAMATYIRAS COTTAGE",Family Outstation,MACDONNELL,LJIRAPINTA,CENTRAL LAND COUNCIL,GWOJA,CENTRAL AUSTRALIA,4,Homelands Service Provider Report 2023,-23.94048,132.74341,https://bushtel.nt.gov.au/profile/52
932,INBINA ATWATYE,TYWENPE (B),Family Outstation,MACDONNELL,RODINGA,CENTRAL LAND COUNCIL,NAMATJIRA,CENTRAL AUSTRALIA,11,Homelands Service Provider Report 2023,-23.74118,133.71324,https://bushtel.nt.gov.au/profile/932
15,INDARINGINYA,"ANDARININYA,ANTARRENGE,ANTARRENGENY,ANTARRINGINYA",Family Outstation,BARKLY,ALYAWARR,CENTRAL LAND COUNCIL,BARKLY,BARKLY,41,Homelands Service Provider Report 2023,-21.67707,134.71992,https://bushtel.nt.gov.au/profile/15
54,ININTI,"RED BANK BORE,REDBANK",Family Outstation,MACDONNELL,LURITJA PINTUBI,CENTRAL LAND COUNCIL,GWOJA,CENTRAL AUSTRALIA,,Not recorded,-23.16827,129.15249,https://bushtel.nt.gov.au/profile/54
336,INJILATPARRI,"INJALAPARRA,INJALATPARRI,SOUTH GOULBURN",Family Outstation,WEST ARNHEM,BARRAH,NORTHERN LAND COUNCIL,ARAFURA,TOP END,,Not recorded,-11.61113,133.41363,https://bushtel.nt.gov.au/profile/336
55,INJIRRAMURRI,"YINJIRMARDI,YINTJIRRIMARDI",Family Outstation,CENTRAL DESERT,SOUTHERN TANAMI,CENTRAL LAND COUNCIL,GWOJA,CENTRAL AUSTRALIA,,Not recorded,-22.46523,131.12911,https://bushtel.nt.gov.au/profile/55
8,INJULKAMA,AMBURLA,Family Outstation,MACDONNELL,RODINGA,CENTRAL LAND COUNCIL,NAMATJIRA,CENTRAL AUSTRALIA,,Not recorded,-23.07626,133.10673,https://bushtel.nt.gov.au/profile/8
726,INKAWENYERRE,"ANGAWANGERE,MORTONS,ROCKET RANGE",Family Outstation,BARKLY,ALYAWARR,CENTRAL LAND COUNCIL,BARKLY,BARKLY,43,Homelands Service Provider Report 2023,-21.82016,134.84707,https://bushtel.nt.gov.au/profile/726
82,INKWELAYE,"INGKWELAYE,KURRAJONG BORE,NGKULAYA",Family Outstation,BARKLY,ALYAWARR,CENTRAL LAND COUNCIL,BARKLY,BARKLY,31,Homelands Service Provider Report 2023,-22.07951,134.83153,https://bushtel.nt.gov.au/profile/82
56,INTJARTNAMA,"COOK'S OUTSTATION,INTJARRTNAMA",Family Outstation,MACDONNELL,LJIRAPINTA,CENTRAL LAND COUNCIL,GWOJA,CENTRAL AUSTRALIA,16,Homelands Service Provider Report 2023,-24.06292,132.92056,https://bushtel.nt.gov.au/profile/56
59,INYILINGI,"ANILTJIY,INYALINGA,INYILINGIE,INYILINGKI",Family Outstation,MACDONNELL,LURITJA PINTUBI,CENTRAL LAND COUNCIL,GWOJA,CENTRAL AUSTRALIA,,Not recorded,-23.24973,131.42488,https://bushtel.nt.gov.au/profile/59
771,IPALALA,No aliases recorded with NTG DIPL,Family Outstation,MACDONNELL,LJIRAPINTA,CENTRAL LAND COUNCIL,GWOJA,CENTRAL AUSTRALIA,3,Homelands Service Provider Report 2023,-23.92556,132.67808,https://bushtel.nt.gov.au/profile/771
60,IPOLERA,No aliases recorded with NTG DIPL,Family Outstation,MACDONNELL,LJIRAPINTA,CENTRAL LAND COUNCIL,GWOJA,CENTRAL AUSTRALIA,,Not recorded,-23.98862,132.37407,https://bushtel.nt.gov.au/profile/60
978,IRGUL POINT,URGUL,Family Outstation,WEST ARNHEM,BARRAH,NORTHERN LAND COUNCIL,ARAFURA,TOP END,14,Homelands Service Provider Report 2023,-11.34201,132.52876,https://bushtel.nt.gov.au/profile/978
826,IRON STONE,"IRONSTONE,WAGAIT,WHITE EAGLE",Family Outstation,UN-INCORPORATED (COX-DALY),Not recorded,NORTHERN LAND COUNCIL,DALY,TOP END,,Not recorded,-12.89499,130.43571,https://bushtel.nt.gov.au/profile/826
703,IRRERLIRRE,"MACDONALD DOWNS,MOUNT SWAN,NO 5",Family Outstation,CENTRAL DESERT,AKITYARRE,CENTRAL LAND COUNCIL,NAMATJIRA,CENTRAL AUSTRALIA,40,Homelands Service Provider Report 2023,-22.8462,135.1345,https://bushtel.nt.gov.au/profile/703
921,IRRILTYERE (A),No aliases recorded with NTG DIPL,Family Outstation,MACDONNELL,RODINGA,CENTRAL LAND COUNCIL,NAMATJIRA,CENTRAL AUSTRALIA,9,Homelands Service Provider Report 2023,-23.75129,133.69467,https://bushtel.nt.gov.au/profile/921
922,IRRILTYERE (B),No aliases recorded with NTG DIPL,Family Outstation,MACDONNELL,RODINGA,CENTRAL LAND COUNCIL,NAMATJIRA,CENTRAL AUSTRALIA,10,Homelands Service Provider Report 2023,-23.76105,133.68564,https://bushtel.nt.gov.au/profile/922
853,IRRMARNE,"ERMARNE,OORRATIPPA",Family Outstation,BARKLY,ALPURRURULAM,CENTRAL LAND COUNCIL,BARKLY,BARKLY,,Not recorded,-21.65405,136.39475,https://bushtel.nt.gov.au/profile/853
24989,IRROWA,No aliases recorded with NTG DIPL,Family Outstation,MACDONNELL,IYARRKA,CENTRAL LAND COUNCIL,GWOJA,CENTRAL AUSTRALIA,9,Homelands Service Provider Report 2023,-24.62515,132.33103,https://bushtel.nt.gov.au/profile/24989
935,ITCHY KOO PARK,TYWENPE (E),Family Outstation,MACDONNELL,RODINGA,CENTRAL LAND COUNCIL,NAMATJIRA,CENTRAL AUSTRALIA,52,Homelands Service Provider Report 2023,-23.76667,133.65816,https://bushtel.nt.gov.au/profile/935
923,ITEYEPINTYE,No aliases recorded with NTG DIPL,Family Outstation,MACDONNELL,RODINGA,CENTRAL LAND COUNCIL,NAMATJIRA,CENTRAL AUSTRALIA,25,Homelands Service Provider Report 2023,-23.76466,133.59994,https://bushtel.nt.gov.au/profile/923
924,ITPERLYENGE,No aliases recorded with NTG DIPL,Family Outstation,MACDONNELL,RODINGA,CENTRAL LAND COUNCIL,NAMATJIRA,CENTRAL AUSTRALIA,23,Homelands Service Provider Report 2023,-23.76361,133.61103,https://bushtel.nt.gov.au/profile/924
727,IYLENTYE,"IYIYINTJA,MOSQUITO BORE,PMARA LLINTJA",Family Outstation,BARKLY,ALYAWARR,CENTRAL LAND COUNCIL,BARKLY,BARKLY,33,Homelands Service Provider Report 2023,-21.98676,134.72667,https://bushtel.nt.gov.au/profile/727
704,JANGIRULU,"JANGIRURLU,JANGULURI JANGIRURLY,POWELL CREEK",Family Outstation,BARKLY,KUWARRANGU,NORTHERN LAND COUNCIL,BARKLY,BARKLY,,Not recorded,-18.12561,133.61111,https://bushtel.nt.gov.au/profile/704
234,JARRA JARRA,No aliases recorded with NTG DIPL,Family Outstation,BARKLY,ALYAWARR,CENTRAL LAND COUNCIL,BARKLY,BARKLY,,Not recorded,-20.84765,133.22064,https://bushtel.nt.gov.au/profile/234
966,JARRAMAGORNDARRA,JARRAMONGORNDARRA,Family Outstation,WEST ARNHEM,MANINGRIDA,NORTHERN LAND COUNCIL,ARAFURA,TOP END,,Not recorded,-12.29072,134.65311,https://bushtel.nt.gov.au/profile/966
824,JEMELKE,BARROW CREEK,Family Outstation,BARKLY,ALYAWARR,CENTRAL LAND COUNCIL,BARKLY,BARKLY,10,Homelands Service Provider Report 2023,-21.53389,133.87473,https://bushtel.nt.gov.au/profile/824
338,JI-BALBAL,"BAMBOO CREEK,JIBALBAL",Family Outstation,WEST ARNHEM,MANINGRIDA,NORTHERN LAND COUNCIL,ARAFURA,TOP END,12,Homelands Service Provider Report 2023,-12.29755,134.61989,https://bushtel.nt.gov.au/profile/338
311,JI-BENA,DJEBENNA,Family Outstation,WEST ARNHEM,MANINGRIDA,NORTHERN LAND COUNCIL,ARAFURA,TOP END,29,Homelands Service Provider Report 2023,-12.14418,134.5264,https://bushtel.nt.gov.au/profile/311
793,JI-MALAWA,"DJIMALAWA,JI-MALOWA,JIMALAWA",Family Outstation,WEST ARNHEM,MANINGRIDA,NORTHERN LAND COUNCIL,ARAFURA,TOP END,50,Homelands Service Provider Report 2023,-12.12168,134.67334,https://bushtel.nt.gov.au/profile/793
340,JI-MARDA,"DJIMARDA,JIMARDA",Family Outstation,WEST ARNHEM,MANINGRIDA,NORTHERN LAND COUNCIL,ARAFURA,TOP END,55,Homelands Service Provider Report 2023,-12.05613,134.61501,https://bushtel.nt.gov.au/profile/340
261,JILUNDARINA,"JURLINDARRI,SEIGAL CREEK,SIEGAL CREEK,SIEGEL CREEK",Family Outstation,BARKLY,KUWARRANGU,NORTHERN LAND COUNCIL,BARKLY,BARKLY,,Not recorded,-17.60557,137.57665,https://bushtel.nt.gov.au/profile/261
989,JIMILAYA,BLACK CRAGGY ISLAND,Family Outstation,ROPER GULF,SOUTH WEST GULF,NORTHERN LAND COUNCIL,BARKLY,BIG RIVERS,,Not recorded,-15.6082,136.67192,https://bushtel.nt.gov.au/profile/989
235,JINGALOO,BEETALOO,Family Outstation,BARKLY,KUWARRANGU,NORTHERN LAND COUNCIL,BARKLY,BARKLY,,Not recorded,-17.11311,133.61433,https://bushtel.nt.gov.au/profile/235
646,JIWARANPA,"JIWAN,JWARNPA,KAMARA,KAMIRA,TALBOT WELL",Family Outstation,CENTRAL DESERT,NORTHERN TANAMI,CENTRAL LAND COUNCIL,GWOJA,CENTRAL AUSTRALIA,,Not recorded,-19.55541,129.92674,https://bushtel.nt.gov.au/profile/646
598,JODETLUK,"GORGE CAMP,KATHERINE TOWN CAMP,MAUDE CREEK CAMP",Family Outstation,ROPER GULF,NYIRRANGGULUNG,NORTHERN LAND COUNCIL,KATHERINE,BIG RIVERS,21,Homelands Service Provider Report 2023,-14.36,132.43333,https://bushtel.nt.gov.au/profile/598
710,JOMET (URPALARWN),"BIRDUM,GORRIE,JOMET,NO 1 BORE,URPALARWN,WUBALAWAN",Family Outstation,ROPER GULF,NEVER NEVER,NORTHERN LAND COUNCIL,ARNHEM,BIG RIVERS,,Not recorded,-15.42069,133.11146,https://bushtel.nt.gov.au/profile/710
602,JOWAR,"JOYAR,JUYAR,ROPER BAR",Family Outstation,ROPER GULF,YUGUL MANGI,NORTHERN LAND COUNCIL,ARNHEM,BIG RIVERS,,Not recorded,-14.72747,134.42881,https://bushtel.nt.gov.au/profile/602
695,JUNGARRAYI WARRNU,"JUNGARRAYIWARNU,NEW HAVEN YARIBILANGU,YARIPILANGU",Family Outstation,CENTRAL DESERT,SOUTHERN TANAMI,CENTRAL LAND COUNCIL,GWOJA,CENTRAL AUSTRALIA,,Not recorded,-22.68594,131.43088,https://bushtel.nt.gov.au/profile/695
734,JUNKAJI,"GREENWOOD,JUNGKAGU,JUNGKAJI",Family Outstation,BARKLY,PATTA,CENTRAL LAND COUNCIL,BARKLY,BARKLY,,Not recorded,-20.44656,134.14149,https://bushtel.nt.gov.au/profile/734
794,KABALYARRA,No aliases recorded with NTG DIPL,Family Outstation,WEST ARNHEM,MANINGRIDA,NORTHERN LAND COUNCIL,ARAFURA,TOP END,15,Homelands Service Provider Report 2023,-12.06946,134.21279,https://bushtel.nt.gov.au/profile/794
1007,KABULWARNAMYO,NORHNI,Family Outstation,WEST ARNHEM,GUNBALANYA,NORTHERN LAND COUNCIL,ARAFURA,TOP END,4,Homelands Service Provider Report 2023,-12.76486,133.84472,https://bushtel.nt.gov.au/profile/1007
326,KAKODBABULDI,"GUGODBABULDI,KUKOTBUBULDI",Family Outstation,WEST ARNHEM,MANINGRIDA,NORTHERN LAND COUNCIL,ARAFURA,TOP END,20,Homelands Service Provider Report 2023,-12.40779,134.15779,https://bushtel.nt.gov.au/profile/326
736,KALINJARRI,"GORRIE BORE,GORRY'S BORE,KALINJARRA,KALINYMARRA",Family Outstation,BARKLY,PATTA,CENTRAL LAND COUNCIL,BARKLY,BARKLY,,Not recorded,-20.39752,134.36571,https://bushtel.nt.gov.au/profile/736
947,KALPITAPTA,KALPITAPITA,Family Outstation,BARKLY,ALYAWARR,CENTRAL LAND COUNCIL,BARKLY,BARKLY,,Not recorded,-20.89936,135.35397,https://bushtel.nt.gov.au/profile/947
941,KALUMBULANI,"CAMFIELD,KULUMANBULANI",Family Outstation,VICTORIA DALY,WALANGERI,NORTHERN LAND COUNCIL,GWOJA,BIG RIVERS,,Not recorded,-16.8772,131.21949,https://bushtel.nt.gov.au/profile/941
236,KALUMPURLPA,"AKULUMPULPA,BLUE BUSH BORE,KALAMPURLPA,KALUMPARLPA,KALUMPULPA,KULUMPURLPA",Family Outstation,BARKLY,PATTA,CENTRAL LAND COUNCIL,BARKLY,BARKLY,,Not recorded,-19.00387,133.91809,https://bushtel.nt.gov.au/profile/236
237,KANGAROO ISLAND,"LOOGANWARRA,YAMEERI",Family Outstation,ROPER GULF,SOUTH WEST GULF,NORTHERN LAND COUNCIL,BARKLY,BIG RIVERS,10,Homelands Service Provider Report 2023,-15.88848,136.53951,https://bushtel.nt.gov.au/profile/237
980,KAPALGA,NARAMU,Family Outstation,WEST ARNHEM,KAKADU,NORTHERN LAND COUNCIL,ARAFURA,TOP END,10,Homelands Service Provider Report 2023,-12.69876,132.37113,https://bushtel.nt.gov.au/profile/980
67,KAPORILYA,"KAPORILJA,KAPORILYA SPRINGS,KAPRILYA",Family Outstation,MACDONNELL,LJIRAPINTA,CENTRAL LAND COUNCIL,GWOJA,CENTRAL AUSTRALIA,9,Homelands Service Provider Report 2023,-23.93974,132.72029,https://bushtel.nt.gov.au/profile/67
116,KARRINYARRA,"CENTRAL MOUNT WEDGE,KARRIYARRA,MOUNT WEDGE,MOUNT WEDGE STATION",Family Outstation,CENTRAL DESERT,SOUTHERN TANAMI,CENTRAL LAND COUNCIL,GWOJA,CENTRAL AUSTRALIA,,Not recorded,-22.66329,131.87876,https://bushtel.nt.gov.au/profile/116
870,KATJUTARI,No aliases recorded with NTG DIPL,Family Outstation,MACDONNELL,LJIRAPINTA,CENTRAL LAND COUNCIL,GWOJA,CENTRAL AUSTRALIA,4,Homelands Service Provider Report 2023,-23.74085,132.00474,https://bushtel.nt.gov.au/profile/870
883,KELERRK,No aliases recorded with NTG DIPL,Family Outstation,WEST DALY,THAMARRURR/PINDI PINDI,NORTHERN LAND COUNCIL,DALY,TOP END,,Not recorded,-13.95783,130.32647,https://bushtel.nt.gov.au/profile/883
1017,KEWULYI,ROPER VALLEY HOMESTEAD,Family Outstation,ROPER GULF,NEVER NEVER,NORTHERN LAND COUNCIL,ARNHEM,BIG RIVERS,16,Homelands Service Provider Report 2023,-14.92699,134.00927,https://bushtel.nt.gov.au/profile/1017
722,KIANA,No aliases recorded with NTG DIPL,Family Outstation,ROPER GULF,SOUTH WEST GULF,NORTHERN LAND COUNCIL,BARKLY,BIG RIVERS,15,Homelands Service Provider Report 2023,-17.24236,136.18411,https://bushtel.nt.gov.au/profile/722
345,KOLORBIDAHDAH,KORLOBIRRAHDA,Family Outstation,WEST ARNHEM,MANINGRIDA,NORTHERN LAND COUNCIL,ARAFURA,TOP END,14,Homelands Service Provider Report 2023,-12.61309,134.32539,https://bushtel.nt.gov.au/profile/345
912,KUBUYIRR,No aliases recorded with NTG DIPL,Family Outstation,WEST DALY,THAMARRURR/PINDI PINDI,NORTHERN LAND COUNCIL,DALY,TOP END,,Not recorded,-14.12168,129.78499,https://bushtel.nt.gov.au/profile/912
936,KUDANTIGA,KURANTIKA,Family Outstation,WEST DALY,THAMARRURR/PINDI PINDI,NORTHERN LAND COUNCIL,DALY,TOP END,9,Homelands Service Provider Report 2023,-14.42918,129.42918,https://bushtel.nt.gov.au/profile/936
747,KULANG,KULAIL,Family Outstation,MACDONNELL,IYARRKA,CENTRAL LAND COUNCIL,GWOJA,CENTRAL AUSTRALIA,,Not recorded,-24.71557,129.00638,https://bushtel.nt.gov.au/profile/747
76,KULPITHARRA,"KULPITARA,KULPITARRA",Family Outstation,MACDONNELL,LJIRAPINTA,CENTRAL LAND COUNCIL,GWOJA,CENTRAL AUSTRALIA,2,Homelands Service Provider Report 2023,-23.73974,132.00279,https://bushtel.nt.gov.au/profile/76
351,KULTCHILL,"KULTHIL,KUTCHILL",Family Outstation,WEST DALY,THAMARRURR/PINDI PINDI,NORTHERN LAND COUNCIL,DALY,TOP END,,Not recorded,-14.42586,129.57391,https://bushtel.nt.gov.au/profile/351
1000,KUMUNU,KUNUMU,Family Outstation,BARKLY,PATTA,CENTRAL LAND COUNCIL,BARKLY,BARKLY,,Not recorded,-18.76418,133.63946,https://bushtel.nt.gov.au/profile/1000
967,KUMURRULU,KUMURULU,Family Outstation,WEST ARNHEM,GUNBALANYA,NORTHERN LAND COUNCIL,ARAFURA,TOP END,15,Homelands Service Provider Report 2023,-12.27171,134.07048,https://bushtel.nt.gov.au/profile/967
77,KUNAPULA,No aliases recorded with NTG DIPL,Family Outstation,MACDONNELL,IYARRKA,CENTRAL LAND COUNCIL,GWOJA,CENTRAL AUSTRALIA,,Not recorded,-25.15697,129.23411,https://bushtel.nt.gov.au/profile/77
239,KUNAYUNGKU,"KUNYINGU,PARARINGI,PAWARINJI,PUWARIN",Family Outstation,BARKLY,ALYAWARR,CENTRAL LAND COUNCIL,BARKLY,BARKLY,,Not recorded,-19.74209,133.72464,https://bushtel.nt.gov.au/profile/239
391,KUNGARREWARL,"CLANCY'S CAMP,DJAYHGURRNGA,NAMARRING KARRAJI,NAMARRINGKARRAYI,OENPELLI CAMP",Family Outstation,WEST ARNHEM,GUNBALANYA,NORTHERN LAND COUNCIL,ARAFURA,TOP END,4,Homelands Service Provider Report 2023,-12.34346,133.05617,https://bushtel.nt.gov.au/profile/391
78,KUNGKAYUNTI,"BROWNS BORE,KUNGKIYUNTI",Family Outstation,MACDONNELL,LURITJA PINTUBI,CENTRAL LAND COUNCIL,GWOJA,CENTRAL AUSTRALIA,,Not recorded,-23.62647,131.24371,https://bushtel.nt.gov.au/profile/78
14262,KURINELLI,No aliases recorded with NTG DIPL,Family Outstation,BARKLY,ALYAWARR,CENTRAL LAND COUNCIL,BARKLY,BARKLY,,Not recorded,-20.6114,135.04,https://bushtel.nt.gov.au/profile/14262
110,KURIPPI,"JONESY'S CAMP,MOUNT DENISON",Family Outstation,CENTRAL DESERT,SOUTHERN TANAMI,CENTRAL LAND COUNCIL,GWOJA,CENTRAL AUSTRALIA,,Not recorded,-22.14211,132.05316,https://bushtel.nt.gov.au/profile/110
81,KURKUTJARA,No aliases recorded with NTG DIPL,Family Outstation,MACDONNELL,IYARRKA,CENTRAL LAND COUNCIL,GWOJA,CENTRAL AUSTRALIA,,Not recorded,-25.94178,129.41115,https://bushtel.nt.gov.au/profile/81
905,KURNTAPURRA,"FREWENA,KUNTAPURLA,KURNTURLPARA,NO 6 BORE",Family Outstation,BARKLY,KUWARRANGU,NORTHERN LAND COUNCIL,BARKLY,BARKLY,24,Homelands Service Provider Report 2023,-19.39177,135.39788,https://bushtel.nt.gov.au/profile/905
822,KURRAYA,GOOSE RIVER,Family Outstation,BARKLY,PATTA,CENTRAL LAND COUNCIL,BARKLY,BARKLY,1,Homelands Service Provider Report 2023,-19.76559,134.47545,https://bushtel.nt.gov.au/profile/822
753,KURRURLDUL,"KURRURLOUL,KURULDU",Family Outstation,WEST ARNHEM,MANINGRIDA,NORTHERN LAND COUNCIL,ARAFURA,TOP END,,Not recorded,-12.48806,134.24012,https://bushtel.nt.gov.au/profile/753
776,KUWUMA,"DJUDIN,KUAMA,KWARMA",Family Outstation,WEST DALY,THAMARRURR/PINDI PINDI,NORTHERN LAND COUNCIL,DALY,TOP END,1,Homelands Service Provider Report 2023,-13.59805,130.36991,https://bushtel.nt.gov.au/profile/776
718,KUY,No aliases recorded with NTG DIPL,Family Outstation,WEST DALY,THAMARRURR/PINDI PINDI,NORTHERN LAND COUNCIL,DALY,TOP END,29,Homelands Service Provider Report 2023,-14.03546,129.59784,https://bushtel.nt.gov.au/profile/718
83,KWALA,ELLERY CREEK,Family Outstation,MACDONNELL,LJIRAPINTA,CENTRAL LAND COUNCIL,GWOJA,CENTRAL AUSTRALIA,4,Homelands Service Provider Report 2023,-23.92724,132.88974,https://bushtel.nt.gov.au/profile/83
925,KWALE KWALE,PAYEPERRENTYE (A),Family Outstation,MACDONNELL,RODINGA,CENTRAL LAND COUNCIL,NAMATJIRA,CENTRAL AUSTRALIA,21,Homelands Service Provider Report 2023,-23.76972,133.57451,https://bushtel.nt.gov.au/profile/925
777,KWOMBOM,KWOMBON,Family Outstation,WEST DALY,THAMARRURR/PINDI PINDI,NORTHERN LAND COUNCIL,DALY,TOP END,,Not recorded,-13.95523,130.29075,https://bushtel.nt.gov.au/profile/777
85,LABRAPUNTJA,No aliases recorded with NTG DIPL,Family Outstation,MACDONNELL,LJIRAPINTA,CENTRAL LAND COUNCIL,GWOJA,CENTRAL AUSTRALIA,9,Homelands Service Provider Report 2023,-23.91184,132.93926,https://bushtel.nt.gov.au/profile/85
833,LAKE KATHERINE,No aliases recorded with NTG DIPL,Family Outstation,ROPER GULF,YUGUL MANGI,NORTHERN LAND COUNCIL,ARNHEM,BIG RIVERS,,Not recorded,-14.27374,135.06805,https://bushtel.nt.gov.au/profile/833
519,LANGARRA,HOWARD ISLAND,Family Outstation,EAST ARNHEM,GUMURR GATTJIRRK,NORTHERN LAND COUNCIL,MULKA,EAST ARNHEM,23,Homelands Service Provider Report 2023,-12.09918,135.36168,https://bushtel.nt.gov.au/profile/519
696,LARRPAYANJI,MT BIRCH,Family Outstation,ROPER GULF,YUGUL MANGI,NORTHERN LAND COUNCIL,ARNHEM,BIG RIVERS,,Not recorded,-14.78334,134.68017,https://bushtel.nt.gov.au/profile/696
1008,LEICHARDT,No aliases recorded with NTG DIPL,Family Outstation,WEST DALY,THAMARRURR/PINDI PINDI,NORTHERN LAND COUNCIL,DALY,TOP END,,Not recorded,-13.84806,130.27907,https://bushtel.nt.gov.au/profile/1008
820,LIJA MUKUMPARLA,"LEIGHJA,LIJA,MUKUMPARLA,MUKUNPARLA,WOMBAYA",Family Outstation,BARKLY,KUWARRANGU,NORTHERN LAND COUNCIL,BARKLY,BARKLY,,Not recorded,-17.33208,135.08074,https://bushtel.nt.gov.au/profile/820
610,LIKU,"BOONEROO,BOONEROO WAVE HILL",Family Outstation,VICTORIA DALY,DAGURAGU,CENTRAL LAND COUNCIL,GWOJA,BIG RIVERS,,Not recorded,-17.91141,130.50429,https://bushtel.nt.gov.au/profile/610
88,LILLA,"LILA,REEDY ROCKHOLE",Family Outstation,MACDONNELL,LJIRAPINTA,CENTRAL LAND COUNCIL,GWOJA,CENTRAL AUSTRALIA,9,Homelands Service Provider Report 2023,-24.3005,131.6026,https://bushtel.nt.gov.au/profile/88
