community_id,community_name,community_aliases,community_type,local_govt_council,ward,land_council,electorate,ntg_region,population_count,population_source,latitude,longitude,bushtel_url
1022,10 MILE,"PALPANG,TEN MILE",Family Outstation,BARKLY,ALYAWARR,CENTRAL LAND COUNCIL,BARKLY,BARKLY,8,Homelands Service Provider Report 2023,-20.40628,134.75934,https://bushtel.nt.gov.au/profile/1022
1004,10 MILE OUTSTATION,TEN MILE OUTSTATION,Family Outstation,CENTRAL DESERT,ANMATJERE,CENTRAL LAND COUNCIL,GWOJA,CENTRAL AUSTRALIA,10,Homelands Service Provider Report 2023,-22.46667,132.37658,https://bushtel.nt.gov.au/profile/1004
783,16 MILE CAMP,"ATHENGE-LHERE,BOND SPRINGS",Family Outstation,MACDONNELL,RODINGA,CENTRAL LAND COUNCIL,NAMATJIRA,CENTRAL AUSTRALIA,,Not recorded,-23.45764,133.83248,https://bushtel.nt.gov.au/profile/783
24993,20 MILE,WUMAYALINJA,Family Outstation,ROPER GULF,SOUTH WEST GULF,NORTHERN LAND COUNCIL,BARKLY,BIG RIVERS,6,Homelands Service Provider Report 2023,-16.08535,136.54826,https://bushtel.nt.gov.au/profile/24993
1006,4 MILE CAMP,"FOUR MILE CAMP,NGUIU 4 MILE CAMP",Family Outstation,TIWI ISLANDS,BATHURST ISLAND WARD,TIWI LAND COUNCIL,ARAFURA,TOP END,7,Homelands Service Provider Report 2023,-11.77798,130.59548,https://bushtel.nt.gov.au/profile/1006
759,5 MILE BORE,5 MILE,Family Outstation,MACDONNELL,LURITJA PINTUBI,CENTRAL LAND COUNCIL,GWOJA,CENTRAL AUSTRALIA,24,Homelands Service Provider Report 2023,-23.23265,131.98296,https://bushtel.nt.gov.au/profile/759
279,ACACIA LARRAKIA,ACACIA GAP,Family Outstation,LITCHFIELD,SOUTH WARD,NORTHERN LAND COUNCIL,GOYDER,"DARWIN, PALMERSTON, LITCHFIELD",,Not recorded,-12.8142,131.1715,https://bushtel.nt.gov.au/profile/279
979,ADBANAE,TREPANG BAY,Family Outstation,WEST ARNHEM,BARRAH,NORTHERN LAND COUNCIL,ARAFURA,TOP END,,Not recorded,-11.24167,131.97531,https://bushtel.nt.gov.au/profile/979
1,ADELAIDE BORE,"WOOLA,WOOLLA",Family Outstation,CENTRAL DESERT,ANMATJERE,CENTRAL LAND COUNCIL,BARKLY,CENTRAL AUSTRALIA,14,Homelands Service Provider Report 2023,-22.21485,133.93607,https://bushtel.nt.gov.au/profile/1
895,ADJAMARRAGU,No aliases recorded with NTG DIPL,Family Outstation,WEST ARNHEM,BARRAH,NORTHERN LAND COUNCIL,ARAFURA,TOP END,,Not recorded,-11.15182,132.47559,https://bushtel.nt.gov.au/profile/895
787,AKARNENEHE WELL,APIWENTYE,Family Outstation,CENTRAL DESERT,AKITYARRE,CENTRAL LAND COUNCIL,NAMATJIRA,CENTRAL AUSTRALIA,,Not recorded,-23.05992,136.19361,https://bushtel.nt.gov.au/profile/787
959,AKWALIRRUMANJA,"4 MILE,FOUR MILE",Family Outstation,EAST ARNHEM,ANINDILYAKWA,ANINDILYAKWA LAND COUNCIL,ARNHEM,EAST ARNHEM,35,Homelands Service Provider Report 2023,-13.86346,136.77866,https://bushtel.nt.gov.au/profile/959
280,ALAMIRRA,ALAMIRR,Family Outstation,WEST ARNHEM,BARRAH,NORTHERN LAND COUNCIL,ARAFURA,TOP END,4,Homelands Service Provider Report 2023,-11.06745,132.52835,https://bushtel.nt.gov.au/profile/280
693,ALATYEYE,TURNERS CAMP,Family Outstation,CENTRAL DESERT,ANMATJERE,CENTRAL LAND COUNCIL,NAMATJIRA,CENTRAL AUSTRALIA,3,Homelands Service Provider Report 2023,-23.09733,134.21897,https://bushtel.nt.gov.au/profile/693
441,ALHARRGAN,CAPE BARROW,Family Outstation,ROPER GULF,NUMBULWAR NUMBURINDI,NORTHERN LAND COUNCIL,ARNHEM,BIG RIVERS,6,Homelands Service Provider Report 2023,-13.67507,136.05261,https://bushtel.nt.gov.au/profile/441
852,ALICE WELL,RITJINGKA,Family Outstation,MACDONNELL,RODINGA,CENTRAL LAND COUNCIL,NAMATJIRA,CENTRAL AUSTRALIA,6,Homelands Service Provider Report 2023,-24.88123,134.22962,https://bushtel.nt.gov.au/profile/852
4,ALKIPI,"ALKIPIE,ALKPIE,MOUNT LARRY,YALKIPI",Family Outstation,MACDONNELL,LURITJA PINTUBI,CENTRAL LAND COUNCIL,GWOJA,CENTRAL AUSTRALIA,,Not recorded,-23.27356,131.82924,https://bushtel.nt.gov.au/profile/4
769,ALKNGARRIINTJA,"ALKNGARINTJA,ILKILALAMA NO.2",Family Outstation,MACDONNELL,LJIRAPINTA,CENTRAL LAND COUNCIL,GWOJA,CENTRAL AUSTRALIA,8,Homelands Service Provider Report 2023,-23.95602,132.46233,https://bushtel.nt.gov.au/profile/769
714,ALKUPTIJA,"ALKUPITJA,GILLAN BORE,GILLANS BORE,GILLEN BORE",Family Outstation,MACDONNELL,RODINGA,CENTRAL LAND COUNCIL,NAMATJIRA,CENTRAL AUSTRALIA,31,Homelands Service Provider Report 2023,-23.06533,133.69436,https://bushtel.nt.gov.au/profile/714
7,ALPARA,No aliases recorded with NTG DIPL,Family Outstation,MACDONNELL,IYARRKA,CENTRAL LAND COUNCIL,GWOJA,CENTRAL AUSTRALIA,,Not recorded,-25.91526,131.21242,https://bushtel.nt.gov.au/profile/7
24991,ALYARPERE,SHANNON BORE,Family Outstation,MACDONNELL,RODINGA,CENTRAL LAND COUNCIL,NAMATJIRA,CENTRAL AUSTRALIA,4,Homelands Service Provider Report 2023,-23.70776,134.49332,https://bushtel.nt.gov.au/profile/24991
442,ALYINGBERRMA,"ALYINGBARRUMA,QANTAS",Family Outstation,EAST ARNHEM,ANINDILYAKWA,ANINDILYAKWA LAND COUNCIL,ARNHEM,EAST ARNHEM,,Not recorded,-13.80934,136.81691,https://bushtel.nt.gov.au/profile/442
2,ALYUEN,"AILERON,ALUM,ALUM CAMP",Family Outstation,CENTRAL DESERT,ANMATJERE,CENTRAL LAND COUNCIL,BARKLY,CENTRAL AUSTRALIA,12,Homelands Service Provider Report 2023,-22.66949,133.35147,https://bushtel.nt.gov.au/profile/2
445,AMANBURNUNGA,"AMENGUNUA,SALT LAKE",Family Outstation,EAST ARNHEM,ANINDILYAKWA,ANINDILYAKWA LAND COUNCIL,ARNHEM,EAST ARNHEM,,Not recorded,-13.92641,136.69486,https://bushtel.nt.gov.au/profile/445
282,AMATJATPALK,"AMADJI BALK,AMADJIBAL,AMADJIBALK,GOULBURN ISLAND,SOUTH GOULBURN",Family Outstation,WEST ARNHEM,BARRAH,NORTHERN LAND COUNCIL,ARAFURA,TOP END,,Not recorded,-11.59488,133.45508,https://bushtel.nt.gov.au/profile/282
104,AMENGERNTERNEAH,"HEALTH CENTRE,MINGINTIRNINA,URAPENTYE,URAPUNTJA HEALTH CENTRE,UTOPIA CLINIC",Family Outstation,BARKLY,ALYAWARR,CENTRAL LAND COUNCIL,BARKLY,BARKLY,,Not recorded,-21.89767,134.84166,https://bushtel.nt.gov.au/profile/104
446,AMIRRABA,"8 MILE,EIGHT MILE",Family Outstation,EAST ARNHEM,ANINDILYAKWA,ANINDILYAKWA LAND COUNCIL,ARNHEM,EAST ARNHEM,,Not recorded,-13.90868,136.85787,https://bushtel.nt.gov.au/profile/446
11,AMPUTJUTA,UMPUTJUTA,Family Outstation,MACDONNELL,IYARRKA,CENTRAL LAND COUNCIL,GWOJA,CENTRAL AUSTRALIA,,Not recorded,-24.92956,129.12287,https://bushtel.nt.gov.au/profile/11
761,AMUNDURNGUA,No aliases recorded with NTG DIPL,Family Outstation,MACDONNELL,LURITJA PINTUBI,CENTRAL LAND COUNCIL,GWOJA,CENTRAL AUSTRALIA,10,Homelands Service Provider Report 2023,-23.27143,131.42343,https://bushtel.nt.gov.au/profile/761
449,ANDANANGKI,"ANDANANGGKI,ANDANANKI,ANDHANANGGI,WALKER RIVER",Family Outstation,ROPER GULF,NUMBULWAR NUMBURINDI,NORTHERN LAND COUNCIL,ARNHEM,BIG RIVERS,10,Homelands Service Provider Report 2023,-13.60962,135.76503,https://bushtel.nt.gov.au/profile/449
13,ANGAS DOWNS,ANGUS DOWNS,Family Outstation,MACDONNELL,IYARRKA,CENTRAL LAND COUNCIL,GWOJA,CENTRAL AUSTRALIA,2,Homelands Service Provider Report 2023,-25.03447,132.27377,https://bushtel.nt.gov.au/profile/13
916,ANGATYEPE,No aliases recorded with NTG DIPL,Family Outstation,MACDONNELL,RODINGA,CENTRAL LAND COUNCIL,NAMATJIRA,CENTRAL AUSTRALIA,21,Homelands Service Provider Report 2023,-23.745,133.7275,https://bushtel.nt.gov.au/profile/916
917,ANGKERLE ARRENGE (A),No aliases recorded with NTG DIPL,Family Outstation,MACDONNELL,RODINGA,CENTRAL LAND COUNCIL,NAMATJIRA,CENTRAL AUSTRALIA,16,Homelands Service Provider Report 2023,-23.74599,133.48008,https://bushtel.nt.gov.au/profile/917
918,ANGKERLE ARRENGE (B),No aliases recorded with NTG DIPL,Family Outstation,MACDONNELL,RODINGA,CENTRAL LAND COUNCIL,NAMATJIRA,CENTRAL AUSTRALIA,3,Homelands Service Provider Report 2023,-23.73894,133.47969,https://bushtel.nt.gov.au/profile/918
12,ANGULA,"ANGKOLA,ANGKULA",Family Outstation,CENTRAL DESERT,ANMATJERE,CENTRAL LAND COUNCIL,BARKLY,CENTRAL AUSTRALIA,6,Homelands Service Provider Report 2023,-22.55781,134.21675,https://bushtel.nt.gov.au/profile/12
960,ANGWURA,"ANGURRKURRIKBA,ANGUWARRMANJA,CENTRAL LAKE,SALT LAKE",Family Outstation,EAST ARNHEM,ANINDILYAKWA,ANINDILYAKWA LAND COUNCIL,ARNHEM,EAST ARNHEM,8,Homelands Service Provider Report 2023,-13.91942,136.72609,https://bushtel.nt.gov.au/profile/960
285,ANKABADBIRRI,"AN-GABARRBIRRIYA,ANGABABIRRAYI",Family Outstation,WEST ARNHEM,MANINGRIDA,NORTHERN LAND COUNCIL,ARAFURA,TOP END,18,Homelands Service Provider Report 2023,-12.25695,134.41973,https://bushtel.nt.gov.au/profile/285
170,ANKERRAPW,"ANGKARRIPA,ANGKWETENGARENYE,ANKARRIPA,OLD UTOPIA HOMESTEAD,UTOPIA HOMESTEAD",Family Outstation,BARKLY,ALYAWARR,CENTRAL LAND COUNCIL,BARKLY,BARKLY,,Not recorded,-22.23004,134.56306,https://bushtel.nt.gov.au/profile/170
823,ANKWELEYELENGKWE,"AMARELENGKWE,WILD PLUM",Family Outstation,CENTRAL DESERT,ANMATJERE,CENTRAL LAND COUNCIL,BARKLY,CENTRAL AUSTRALIA,6,Homelands Service Provider Report 2023,-21.59675,133.75517,https://bushtel.nt.gov.au/profile/823
1021,ANNERRE,No aliases recorded with NTG DIPL,Family Outstation,BARKLY,ALYAWARR,CENTRAL LAND COUNCIL,BARKLY,BARKLY,,Not recorded,-21.26169,134.00116,https://bushtel.nt.gov.au/profile/1021
14,ANNINGIE,YANGINJ,Family Outstation,CENTRAL DESERT,ANMATJERE,CENTRAL LAND COUNCIL,BARKLY,CENTRAL AUSTRALIA,,Not recorded,-21.83473,133.14445,https://bushtel.nt.gov.au/profile/14
788,ANTERE,"COLSONS WELL,GOYDER SR,JOKERS CAMP",Family Outstation,MACDONNELL,RODINGA,CENTRAL LAND COUNCIL,NAMATJIRA,CENTRAL AUSTRALIA,,Not recorded,-25.66309,134.40934,https://bushtel.nt.gov.au/profile/788
335,ARARLAGU,"ILLIARU,NORTH GOULBURN,NORTH GOULBURN ISLAND,WEIRA",Family Outstation,WEST ARNHEM,BARRAH,NORTHERN LAND COUNCIL,ARAFURA,TOP END,,Not recorded,-11.52722,133.39848,https://bushtel.nt.gov.au/profile/335
288,ARARU POINT,ARARU,Family Outstation,WEST ARNHEM,BARRAH,NORTHERN LAND COUNCIL,ARAFURA,TOP END,7,Homelands Service Provider Report 2023,-11.19364,131.87783,https://bushtel.nt.gov.au/profile/288
1023,ARKANTA,"AKANTA,NO 5 BORE",Family Outstation,MACDONNELL,LJIRAPINTA,CENTRAL LAND COUNCIL,GWOJA,CENTRAL AUSTRALIA,12,Homelands Service Provider Report 2023,-24.52148,132.81995,https://bushtel.nt.gov.au/profile/1023
168,ARLPARRA,"AHALPERE,ANGARAPA,NEW SHOP,URAPUNTJA STORE,UTOPIA NEW STORE",Family Outstation,BARKLY,ALYAWARR,CENTRAL LAND COUNCIL,BARKLY,BARKLY,110,Homelands Service Provider Report 2023,-22.08779,134.77476,https://bushtel.nt.gov.au/profile/168
968,ARMORRAN,No aliases recorded with NTG DIPL,Family Outstation,WEST ARNHEM,BARRAH,NORTHERN LAND COUNCIL,ARAFURA,TOP END,8,Homelands Service Provider Report 2023,-11.75575,133.38142,https://bushtel.nt.gov.au/profile/968
79,ARMSTRONGS,"ARMSTRONG'S CAMP,KUNOTH,KUNOTHS,KUNOTHS' CAMP",Family Outstation,MACDONNELL,LJIRAPINTA,CENTRAL LAND COUNCIL,GWOJA,CENTRAL AUSTRALIA,5,Homelands Service Provider Report 2023,-23.87918,132.68001,https://bushtel.nt.gov.au/profile/79
735,ARRAWAJIN,"ARRAJAWIN,ARRANJIN,WHISTLE DUCK",Family Outstation,BARKLY,ALYAWARR,CENTRAL LAND COUNCIL,BARKLY,BARKLY,,Not recorded,-20.51825,134.97551,https://bushtel.nt.gov.au/profile/735
893,ARRGAMURRMUR,KEITH WILLIAMS,Family Outstation,WEST ARNHEM,BARRAH,NORTHERN LAND COUNCIL,ARAFURA,TOP END,,Not recorded,-11.17399,132.61015,https://bushtel.nt.gov.au/profile/893
919,ARRILLHJERE,ARRLIHJERE,Family Outstation,MACDONNELL,RODINGA,CENTRAL LAND COUNCIL,NAMATJIRA,CENTRAL AUSTRALIA,2,Homelands Service Provider Report 2023,-23.77981,133.62608,https://bushtel.nt.gov.au/profile/919
21,ARRKAPA,"ARKANAPUTA,ARRKARNKAPUTA",Family Outstation,MACDONNELL,LJIRAPINTA,CENTRAL LAND COUNCIL,GWOJA,CENTRAL AUSTRALIA,2,Homelands Service Provider Report 2023,-23.98248,132.82937,https://bushtel.nt.gov.au/profile/21
910,ARRUNGKEE,"ARRUNGE,FERDIES BORE,GARDEN BORE",Family Outstation,CENTRAL DESERT,ANMATJERE,CENTRAL LAND COUNCIL,GWOJA,CENTRAL AUSTRALIA,10,Homelands Service Provider Report 2023,-22.49935,132.28147,https://bushtel.nt.gov.au/profile/910
22,ARTEKERR,"ARTEKKERRE,ATIKIRRA,THREE BORES",Family Outstation,BARKLY,ALYAWARR,CENTRAL LAND COUNCIL,BARKLY,BARKLY,26,Homelands Service Provider Report 2023,-22.29022,134.54312,https://bushtel.nt.gov.au/profile/22
712,ARTEKERRE,"ARTERRE,HARRY CREEK,MCGRATH FLAT",Family Outstation,MACDONNELL,RODINGA,CENTRAL LAND COUNCIL,NAMATJIRA,CENTRAL AUSTRALIA,51,Homelands Service Provider Report 2023,-23.25739,133.7666,https://bushtel.nt.gov.au/profile/712
729,ATHELEY,"ATHILIYA,SILLYA",Family Outstation,BARKLY,ALYAWARR,CENTRAL LAND COUNCIL,BARKLY,BARKLY,88,Homelands Service Provider Report 2023,-21.91757,134.86766,https://bushtel.nt.gov.au/profile/729
1015,ATJI CREEK,No aliases recorded with NTG DIPL,Family Outstation,MACDONNELL,LURITJA PINTUBI,CENTRAL LAND COUNCIL,GWOJA,CENTRAL AUSTRALIA,10,Homelands Service Provider Report 2023,-23.39945,131.98389,https://bushtel.nt.gov.au/profile/1015
146,ATNARARA,"AHALPERARENYE,ATNARARRA,SOAKAGE BORE",Family Outstation,BARKLY,ALYAWARR,CENTRAL LAND COUNCIL,BARKLY,BARKLY,47,Homelands Service Provider Report 2023,-22.02622,134.78721,https://bushtel.nt.gov.au/profile/146
24995,ATNARPA,No aliases recorded with NTG DIPL,Family Outstation,MACDONNELL,RODINGA,CENTRAL LAND COUNCIL,NAMATJIRA,CENTRAL AUSTRALIA,8,Homelands Service Provider Report 2023,-23.52358,134.78911,https://bushtel.nt.gov.au/profile/24995
27,ATNELTYEY,"ALLALGARA ANNANGARA,ANILTJIY,ATNELTYEYE,BOUNDARY BORE",Family Outstation,BARKLY,ALYAWARR,CENTRAL LAND COUNCIL,BARKLY,BARKLY,51,Homelands Service Provider Report 2023,-22.03683,134.61166,https://bushtel.nt.gov.au/profile/27
23,ATNWENGERRPE,"AMMAROO,ATNUNGURRPA,ATNWENGERRP,QUART POT,QUART POTS",Family Outstation,BARKLY,ALYAWARR,CENTRAL LAND COUNCIL,BARKLY,BARKLY,30,Homelands Service Provider Report 2023,-21.86956,134.99411,https://bushtel.nt.gov.au/profile/23
754,AWUMBUNYJI,No aliases recorded with NTG DIPL,Family Outstation,ROPER GULF,YUGUL MANGI,NORTHERN LAND COUNCIL,ARNHEM,BIG RIVERS,,Not recorded,-14.44723,135.43529,https://bushtel.nt.gov.au/profile/754
1011,BABUNGI,VICTORIA BAY,Family Outstation,ROPER GULF,SOUTH WEST GULF,NORTHERN LAND COUNCIL,BARKLY,BIG RIVERS,8,Homelands Service Provider Report 2023,-15.74444,136.97858,https://bushtel.nt.gov.au/profile/1011
577,BADAWARRKA,"BADANARRKKA,BADDAWARRKU,BUDDAWARKA,FIVE MILE CAMP",Family Outstation,ROPER GULF,YUGUL MANGI,NORTHERN LAND COUNCIL,ARNHEM,BIG RIVERS,3,Homelands Service Provider Report 2023,-14.69603,134.44378,https://bushtel.nt.gov.au/profile/577
811,BAGHETTI,No aliases recorded with NTG DIPL,Family Outstation,ROPER GULF,NYIRRANGGULUNG,NORTHERN LAND COUNCIL,ARNHEM,BIG RIVERS,2,Homelands Service Provider Report 2023,-13.75874,134.46372,https://bushtel.nt.gov.au/profile/811
209,BAJAMINYI,"BARAMINGI,FISH RIVER",Family Outstation,BARKLY,KUWARRANGU,NORTHERN LAND COUNCIL,BARKLY,BARKLY,,Not recorded,-17.77489,137.71243,https://bushtel.nt.gov.au/profile/209
456,BALMA,No aliases recorded with NTG DIPL,Family Outstation,EAST ARNHEM,GUMURR MIYARRKA,NORTHERN LAND COUNCIL,ARNHEM,EAST ARNHEM,11,Homelands Service Provider Report 2023,-13.24939,135.84857,https://bushtel.nt.gov.au/profile/456
578,BAMBOO SPRINGS,JIRRNGOW,Family Outstation,VICTORIA DALY,TIMBER CREEK,CENTRAL LAND COUNCIL,GWOJA,BIG RIVERS,,Not recorded,-16.95993,129.08393,https://bushtel.nt.gov.au/profile/578
946,BANATJARL,KING VALLEY,Family Outstation,ROPER GULF,NYIRRANGGULUNG,NORTHERN LAND COUNCIL,ARNHEM,BIG RIVERS,10,Homelands Service Provider Report 2023,-14.47668,132.6514,https://bushtel.nt.gov.au/profile/946
457,BANTHULA,"BAN'TALA,BANDHULA,BANT'THULA,GAMPURA,GANPURA",Family Outstation,EAST ARNHEM,GUMURR MARTHAKAL,NORTHERN LAND COUNCIL,MULKA,EAST ARNHEM,24,Homelands Service Provider Report 2023,-11.83585,135.87365,https://bushtel.nt.gov.au/profile/457
865,BARDALUMBA,"BARTALUMBA BAY,BARTELUMBA",Family Outstation,EAST ARNHEM,ANINDILYAKWA,ANINDILYAKWA LAND COUNCIL,ARNHEM,EAST ARNHEM,26,Homelands Service Provider Report 2023,-13.82445,136.4489,https://bushtel.nt.gov.au/profile/865
14045564,BARNJARN,No aliases recorded with NTG DIPL,Family Outstation,ROPER GULF,NYIRRANGGULUNG,NORTHERN LAND COUNCIL,ARNHEM,BIG RIVERS,8,Homelands Service Provider Report 2023,-14.28264,132.08321,https://bushtel.nt.gov.au/profile/14045564
699,BARRAK BARRAK,"BARRAC BARRAC,MAYAMUM",Family Outstation,VICTORIA DALY,TIMBER CREEK,NORTHERN LAND COUNCIL,GWOJA,BIG RIVERS,,Not recorded,-15.8716,130.35876,https://bushtel.nt.gov.au/profile/699
579,BARRAPUNTA,"BANAPINTA,BANURRPANDA,EMU SPRINGS",Family Outstation,ROPER GULF,NYIRRANGGULUNG,NORTHERN LAND COUNCIL,ARNHEM,BIG RIVERS,1,Homelands Service Provider Report 2023,-13.15658,134.85057,https://bushtel.nt.gov.au/profile/579
938,BARRARATJPI,No aliases recorded with NTG DIPL,Family Outstation,EAST ARNHEM,GUMURR MIWATJ,NORTHERN LAND COUNCIL,ARNHEM,EAST ARNHEM,23,Homelands Service Provider Report 2023,-13.21858,136.39138,https://bushtel.nt.gov.au/profile/938
792,BARRIDJOWKENG,"BARRIDJOWEN,BARRIHYOWKENG",Family Outstation,WEST ARNHEM,MANINGRIDA,NORTHERN LAND COUNCIL,ARAFURA,TOP END,2,Homelands Service Provider Report 2023,-12.34863,134.17529,https://bushtel.nt.gov.au/profile/792
888,BARRKIRA,No aliases recorded with NTG DIPL,Family Outstation,EAST ARNHEM,GUMURR MIWATJ,NORTHERN LAND COUNCIL,MULKA,EAST ARNHEM,13,Homelands Service Provider Report 2023,-12.0086,136.4649,https://bushtel.nt.gov.au/profile/888
25070,BATTON HILL,No aliases recorded with NTG DIPL,Family Outstation,CENTRAL DESERT,AKITYARRE,CENTRAL LAND COUNCIL,NAMATJIRA,CENTRAL AUSTRALIA,2,Homelands Service Provider Report 2023,-23.02915,136.86913,https://bushtel.nt.gov.au/profile/25070
212,BAUHINIA DOWNS,GURDANJI BINGBINGA,Family Outstation,ROPER GULF,SOUTH WEST GULF,NORTHERN LAND COUNCIL,BARKLY,BIG RIVERS,11,Homelands Service Provider Report 2023,-16.21512,135.46968,https://bushtel.nt.gov.au/profile/212
462,BAWAKA,No aliases recorded with NTG DIPL,Family Outstation,EAST ARNHEM,GUMURR MIWATJ,NORTHERN LAND COUNCIL,MULKA,EAST ARNHEM,9,Homelands Service Provider Report 2023,-12.53365,136.76402,https://bushtel.nt.gov.au/profile/462
494,BAYAGIDA,"GALUNGALI,GALUNGULI,RAPUMA,RAPUMA GALINGULLA,RAPUMA ISLAND,YABOOMA ISLAND",Family Outstation,EAST ARNHEM,GUMURR GATTJIRRK,NORTHERN LAND COUNCIL,MULKA,EAST ARNHEM,,Not recorded,-12.04269,134.92821,https://bushtel.nt.gov.au/profile/494
463,BAYGURRTJI,"BAGURRITJI,BAYKURRTJI",Family Outstation,EAST ARNHEM,GUMURR MIYARRKA,NORTHERN LAND COUNCIL,ARNHEM,EAST ARNHEM,2,Homelands Service Provider Report 2023,-13.15787,135.86654,https://bushtel.nt.gov.au/profile/463
25071,BEASLEY KNOB,JIYLINUM,Family Outstation,VICTORIA DALY,TIMBER CREEK,NORTHERN LAND COUNCIL,GWOJA,BIG RIVERS,19,Homelands Service Provider Report 2023,-15.97708,129.0085,https://bushtel.nt.gov.au/profile/25071
844,BEER ST BORE,No aliases recorded with NTG DIPL,Family Outstation,MACDONNELL,RODINGA,CENTRAL LAND COUNCIL,NAMATJIRA,CENTRAL AUSTRALIA,,Not recorded,-25.58297,134.52565,https://bushtel.nt.gov.au/profile/844
295,BERRAJA,"BERBAJA,BERRAIYA",Family Outstation,WEST ARNHEM,MANINGRIDA,NORTHERN LAND COUNCIL,ARAFURA,TOP END,,Not recorded,-12.07195,134.50486,https://bushtel.nt.gov.au/profile/295
810,BISHOPS BORE,No aliases recorded with NTG DIPL,Family Outstation,ROPER GULF,NYIRRANGGULUNG,NORTHERN LAND COUNCIL,ARNHEM,BIG RIVERS,,Not recorded,-14.61452,133.07053,https://bushtel.nt.gov.au/profile/810
24899,BLACK ROCK LANDING,No aliases recorded with NTG DIPL,Family Outstation,ROPER GULF,SOUTH WEST GULF,NORTHERN LAND COUNCIL,BARKLY,BIG RIVERS,4,Homelands Service Provider Report 2023,-15.92062,136.51042,https://bushtel.nt.gov.au/profile/24899
784,BLACKTANK BORE,"APMWERRE,BOND SPRINGS",Family Outstation,MACDONNELL,RODINGA,CENTRAL LAND COUNCIL,NAMATJIRA,CENTRAL AUSTRALIA,18,Homelands Service Provider Report 2023,-23.32352,134.02049,https://bushtel.nt.gov.au/profile/784
25,BLACKWATER,ATURU,Family Outstation,MACDONNELL,LURITJA PINTUBI,CENTRAL LAND COUNCIL,GWOJA,CENTRAL AUSTRALIA,9,Homelands Service Provider Report 2023,-23.26181,131.89688,https://bushtel.nt.gov.au/profile/25
843,BLOODWOOD BORE,No aliases recorded with NTG DIPL,Family Outstation,MACDONNELL,RODINGA,CENTRAL LAND COUNCIL,NAMATJIRA,CENTRAL AUSTRALIA,,Not recorded,-25.76764,134.2883,https://bushtel.nt.gov.au/profile/843
829,BLUE BUSH,BLUEBUSH,Family Outstation,BARKLY,PATTA,CENTRAL LAND COUNCIL,BARKLY,BARKLY,,Not recorded,-19.02411,133.73583,https://bushtel.nt.gov.au/profile/829
698,BOBS YARD,"IUWAKAM,KUTJULUM BURRU",Family Outstation,VICTORIA DALY,TIMBER CREEK,NORTHERN LAND COUNCIL,GWOJA,BIG RIVERS,,Not recorded,-16.00945,130.61125,https://bushtel.nt.gov.au/profile/698
465,BODIA,No aliases recorded with NTG DIPL,Family Outstation,EAST ARNHEM,GUMURR GATTJIRRK,NORTHERN LAND COUNCIL,MULKA,EAST ARNHEM,44,Homelands Service Provider Report 2023,-12.07688,134.89628,https://bushtel.nt.gov.au/profile/465
298,BOLKDJAM,"BORLKDJAM,BULKDJAM",Family Outstation,WEST ARNHEM,MANINGRIDA,NORTHERN LAND COUNCIL,ARAFURA,TOP END,50,Homelands Service Provider Report 2023,-12.41151,134.41998,https://bushtel.nt.gov.au/profile/298
583,BOOMERANG LAGOON,MALANBAPOY,Family Outstation,ROPER GULF,YUGUL MANGI,NORTHERN LAND COUNCIL,ARNHEM,BIG RIVERS,,Not recorded,-14.45061,135.03925,https://bushtel.nt.gov.au/profile/583
481,BOROGOMARRA,"DJAKALAJIRAPURRA,DJAKALAJIRIPURRA,MANGBIRR,MANGBIRRI",Family Outstation,EAST ARNHEM,BIRR RAWARRANG,NORTHERN LAND COUNCIL,MULKA,EAST ARNHEM,,Not recorded,-12.24159,134.97834,https://bushtel.nt.gov.au/profile/481
24904,BRUMBY PLAINS,No aliases recorded with NTG DIPL,Family Outstation,VICTORIA DALY,DAGURAGU,CENTRAL LAND COUNCIL,GWOJA,BIG RIVERS,8,Homelands Service Provider Report 2023,-17.05303,129.01037,https://bushtel.nt.gov.au/profile/24904
585,BUBBLE BUBBLE,"DHAMBERRAL,DJAMBORAL,DUMBARAL ASSOC,DUMBRAL,NEWRY STATION",Family Outstation,VICTORIA DALY,TIMBER CREEK,NORTHERN LAND COUNCIL,GWOJA,BIG RIVERS,10,Homelands Service Provider Report 2023,-15.81036,129.31022,https://bushtel.nt.gov.au/profile/585
700,BUCKET SPRINGS,BINJEN NINGGUWUNG,Family Outstation,VICTORIA DALY,TIMBER CREEK,NORTHERN LAND COUNCIL,GWOJA,BIG RIVERS,,Not recorded,-15.74001,129.16465,https://bushtel.nt.gov.au/profile/700
986,BUDJANGA,No aliases recorded with NTG DIPL,Family Outstation,ROPER GULF,SOUTH WEST GULF,NORTHERN LAND COUNCIL,BARKLY,BIG RIVERS,8,Homelands Service Provider Report 2023,-16.17945,136.76818,https://bushtel.nt.gov.au/profile/986
1027,BUFFALO FARM,No aliases recorded with NTG DIPL,Family Outstation,WEST ARNHEM,KAKADU,NORTHERN LAND COUNCIL,ARAFURA,TOP END,6,Homelands Service Provider Report 2023,-12.81369,132.59382,https://bushtel.nt.gov.au/profile/1027
257,BUJAN,"BUJANA,EAST WYREAN,PUJANA",Family Outstation,ROPER GULF,SOUTH WEST GULF,NORTHERN LAND COUNCIL,BARKLY,BIG RIVERS,4,Homelands Service Provider Report 2023,-16.26901,136.87915,https://bushtel.nt.gov.au/profile/257
